locationname,marketname,city,countrycode,address,zip,state,latitude,longitude,operator,status,timezone,url,open_day,open_month,open_year,other_date,playground,drivethru,format,in_mall
Paducah,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL",Paducah,US,5193 Hinkleville Rd,42001,KY,37.07391,-88.69813,Mark Riley,OPEN,America/Chicago,https://www.chick-fil-a.com/locations/ky/paducah?utm_source=yext&utm_medium=link,15.0,7.0,2010.0,2010-07-15,none,True,Stand Alone,False
Kentucky Oaks Mall,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL",Paducah,US,5101 Hinkleville Rd Ste 540,42001,KY,37.0791918,-88.6881501,"Pilgrim, Joshua (Josh)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/ky/kentucky-oaks-mall?utm_source=yext&utm_medium=link,22.0,11.0,1983.0,1983-11-22,none,False,Food Court,True
University of Southern Indiana,"Evansville, IN",Evansville,US,8600 University Blvd,47712,IN,37.9625022,-87.6771057,"Stierwalt, Jack (Rich)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/in/university-of-southern-indiana?utm_source=yext&utm_medium=link,22.0,8.0,2016.0,2016-08-31,none,False,,False
West Evansville,"Evansville, IN",Evansville,US,4400 W Lloyd Expy,47712,IN,37.97723117,-87.62861717,Debbie Dean,OPEN,America/Chicago,https://www.chick-fil-a.com/locations/in/west-evansville?utm_source=yext&utm_medium=link,7.0,7.0,2020.0,2020-07-07,interior,True,Stand Alone,False
University of Evansville,"Evansville, IN",Evansville,US,1800 Lincoln Ave,47722,IN,37.9649668,-87.6772985,"Stierwalt, Jack (Rich)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/in/university-of-evansville?utm_source=yext&utm_medium=link,1.0,11.0,2017.0,2017-11-01,none,False,,False
Terre Haute,"Terre Haute, IN",Terre Haute,US,3675 S US Highway 41,47802,IN,39.4220235,-87.4168537,Kathy McCloy,OPEN,America/Indiana/Indianapolis,https://www.chick-fil-a.com/locations/in/terre-haute?utm_source=yext&utm_medium=link,1.0,8.0,2013.0,2013-08-01,interior,True,Stand Alone,False
Eastland Mall (IN),"Evansville, IN",Evansville,US,800 N Green River Rd,47715,IN,37.9852189,-87.49485680000001,Rich Stierwalt,OPEN,America/Chicago,https://www.chick-fil-a.com/locations/in/eastland-mall-in?utm_source=yext&utm_medium=link,17.0,11.0,2000.0,2000-11-17,none,False,Food Court,True
Cross Pointe,"Evansville, IN",Evansville,US,7101 E Indiana St,47715,IN,37.9772948,-87.4672947,Rich Stierwalt,OPEN,America/Chicago,https://www.chick-fil-a.com/locations/in/cross-pointe?utm_source=yext&utm_medium=link,15.0,7.0,2004.0,2004-07-15,none,True,Stand Alone,False
Murray State University,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL",Murray,US,1415 Chestnut St,42071,KY,36.615625,-88.321207,"Riley, Mark (Mark)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/ky/murray-state-university?utm_source=yext&utm_medium=link,23.0,9.0,2019.0,2019-09-23,none,False,,False
Bethel University,"Jackson, TN",Mc Kenzie,US,325 Cherry Ave,38201,TN,36.1427697,-88.5155386,"Pruitt, Matthew (Matt)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/tn/bethel-university?utm_source=yext&utm_medium=link,19.0,7.0,2012.0,2012-07-19,none,False,,False
University of Tennessee-Martin,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL",Martin,US,133 Boling University Ctr,38238,TN,,,"Edwards, Grant (Grant)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/tn/university-of-tennessee-martin?utm_source=yext&utm_medium=link,27.0,9.0,2008.0,,none,False,,False
Owensboro,"Evansville, IN",Owensboro,US,4601 Frederica St,42301,KY,37.7257109,-87.1226792,"Whiteman, Donald (Mark)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/ky/owensboro?utm_source=yext&utm_medium=link,19.0,11.0,2009.0,2009-11-19,none,True,Stand Alone,False
Flagstaff Route 66,"Phoenix (Prescott), AZ",Flagstaff,US,2401 E. Route 66,86004,AZ,35.2057394,-111.6131109,"Vickroy, Nathan (Nathan)",OPEN,America/Phoenix,https://www.chick-fil-a.com/locations/az/flagstaff-route-66?utm_source=yext&utm_medium=link,1.0,2.0,2024.0,2024-02-01,interior,True,Stand Alone,
University of Idaho,"Spokane, WA",Moscow,US,1080 W 6th St,83843,ID,46.7275713,-117.0123551,"Miles, Charles (Brad)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/id/university-of-idaho?utm_source=yext&utm_medium=link,20.0,8.0,2015.0,2015-08-01,none,False,,False
North Spokane & Route 2,"Spokane, WA",Spokane,US,9304 N Newport Hwy,99218,WA,47.742352,-117.407851,"Emmerling, Raymond (Ray)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/north-spokane-route-2?utm_source=yext&utm_medium=link,1.0,12.0,2020.0,2020-12-01,none,True,Stand Alone,False
Bonney Lake,"Seattle-Tacoma, WA",Bonney Lake,US,20402 98th St E,98391,WA,47.168081,-122.1566378,"Maxwell, Kayla (Kayla)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/bonney-lake?utm_source=yext&utm_medium=link,4.0,3.0,2021.0,2021-03-04,none,True,Stand Alone,False
272nd at Wax,"Seattle-Tacoma, WA",Covington,US,17440 SE 272nd St,98042,WA,47.3585227,-122.1083595,"Schuh, Marc (Marc)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/272nd-at-wax?utm_source=yext&utm_medium=link,12.0,4.0,2018.0,2018-04-12,interior,True,Stand Alone,False
Puyallup,"Seattle-Tacoma, WA",Puyallup,US,104 39th Ave SW,98373,WA,47.1546397,-122.2937935,"Lehman, Michael (Mike)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/puyallup?utm_source=yext&utm_medium=link,9.0,2.0,2017.0,2017-02-09,interior,True,Stand Alone,False
Celebration at Federal Way,"Seattle-Tacoma, WA",Federal Way,US,32025 Pacific Hwy S,98003,WA,47.31351317,-122.32056133,"Powell, Ryan (Ryan)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/celebration-at-federal-way?utm_source=yext&utm_medium=link,14.0,9.0,2017.0,2017-09-14,interior,True,Stand Alone,False
Rainier Ave at Renton Center,"Seattle-Tacoma, WA",Renton,US,375 Rainier Ave S,98057,WA,47.4874226,-122.2182975,"Lee, Erik (Erik)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/rainier-ave-at-renton-center?utm_source=yext&utm_medium=link,25.0,3.0,2021.0,2021-03-25,none,True,Stand Alone,False
Southcenter Parkway,"Seattle-Tacoma, WA",Tukwila,US,17333 Southcenter Pkwy,98188,WA,47.44783,-122.26307,"Woodward, Ethan (Ethan)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/southcenter-parkway?utm_source=yext&utm_medium=link,31.0,1.0,2019.0,2019-01-31,interior,True,Stand Alone,False
Northeast 8th Street,"Seattle-Tacoma, WA",Bellevue,US,785 116th Ave NE,98004,WA,47.61685,-122.18624,"Escoffery-Artis, Valerie (Valerie)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/northeast-8th-street?utm_source=yext&utm_medium=link,9.0,4.0,2015.0,2015-04-09,none,True,Stand Alone,False
Gresham Village,"Portland, OR",Gresham,US,2558 SE Burnside Rd,97080,OR,45.4945572,-122.4067405,"Misenhimer, Michael (Mike)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/or/gresham-village?utm_source=yext&utm_medium=link,11.0,11.0,2021.0,2021-11-11,none,True,Stand Alone,False
38th & Steele,"Seattle-Tacoma, WA",Tacoma,US,3902 S Steele St,98409,WA,47.2215699,-122.4689323,Lynnae Schneller,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/38th-steele?utm_source=yext&utm_medium=link,16.0,4.0,2015.0,2015-04-16,interior,True,Stand Alone,False
Bridgeport & 100th,"Seattle-Tacoma, WA",Lakewood,US,5429 100th St SW,98499,WA,47.167055,-122.5092635,Jason Davies,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/bridgeport-100th?utm_source=yext&utm_medium=link,3.0,5.0,2018.0,2018-05-03,interior,True,Stand Alone,False
Cascade Park,"Portland, OR",Vancouver,US,16400 SE Mill Plain Blvd,98684,WA,45.6158058,-122.5038563,John Dombroski,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/cascade-park?utm_source=yext&utm_medium=link,15.0,9.0,2016.0,2016-09-15,interior,True,Stand Alone,False
Totem Lake,"Seattle-Tacoma, WA",Kirkland,US,12026 NE 124th St,98034,WA,47.7096182,-122.1792945,Derek Schiefer,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/totem-lake?utm_source=yext&utm_medium=link,3.0,8.0,2017.0,2017-08-03,interior,True,Stand Alone,False
Fircrest,"Seattle-Tacoma, WA",Fircrest,US,6602 19th St W,98466,WA,47.24236,-122.5251,Lynnae Schneller,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/fircrest?utm_source=yext&utm_medium=link,14.0,8.0,2019.0,2019-08-14,interior,True,Stand Alone,False
Vancouver Mall Drive In-Line DT,"Portland, OR",Vancouver,US,8440 NE Vancouver Mall Dr # 100,98662,WA,45.656301,-122.587341,John Dombroski,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/vancouver-mall-drive-in-line-dt?utm_source=yext&utm_medium=link,7.0,1.0,2021.0,2021-01-07,none,True,In-Line,False
Bothell Canyon Park,"Seattle-Tacoma, WA",Bothell,US,1220 228th St SE,98021,WA,47.790924,-122.215581,"Isenhower, Matthew (Matt)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/bothell-canyon-park?utm_source=yext&utm_medium=link,16.0,11.0,2017.0,2017-11-16,interior,True,Stand Alone,False
Clackamas Promenade,"Portland, OR",Clackamas,US,12520 SE 93rd Ave,97015,OR,45.43253,-122.5687,"Davis, Brian (Brian)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/or/clackamas-promenade?utm_source=yext&utm_medium=link,21.0,4.0,2016.0,2016-04-21,interior,True,Stand Alone,False
Aurora Ave N & 130th,"Seattle-Tacoma, WA",Seattle,US,12801 Aurora Ave N,98133,WA,47.7225601,-122.3453296,"Artman, Lawrence (Larry)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/aurora-ave-n-130th?utm_source=yext&utm_medium=link,27.0,6.0,2019.0,2019-06-27,interior,True,Stand Alone,False
I-5 & Alderwood,"Seattle-Tacoma, WA",Lynnwood,US,3026 196th St SW,98036,WA,47.820568,-122.275024,"Rosser, Paul (Paul)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/i-5-alderwood?utm_source=yext&utm_medium=link,7.0,5.0,2015.0,2015-05-07,interior,True,Stand Alone,False
Marvin Rd. & Quinault,"Seattle-Tacoma, WA",Lacey,US,8302 Quinault Dr NE,98516,WA,47.061691,-122.764066,Justin Mears,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/marvin-rd-quinault?utm_source=yext&utm_medium=link,17.0,9.0,2020.0,2020-09-17,none,True,Stand Alone,False
Everett Mall Way & Mall Drive,"Seattle-Tacoma, WA",Everett,US,1124 SE Everett Mall Way,98208,WA,47.910496,-122.217202,"Ediger, Brandon (Brandon)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/everett-mall-way-mall-drive?utm_source=yext&utm_medium=link,7.0,12.0,2023.0,2023-12-07,none,True,Stand Alone,
Hwy 99 & 196th,"Seattle-Tacoma, WA",Lynnwood,US,19615 Highway 99,98036,WA,47.8208253,-122.3147583,"Ober, Josiah (Josiah)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/hwy-99-196th?utm_source=yext&utm_medium=link,9.0,3.0,2023.0,2023-03-09,none,True,Stand Alone,
Hwy 97 & Robal Road,"Bend, OR",Bend,US,20508 Robal Ln,97701,OR,44.1039996,-121.2977657,Todd Keller,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/or/hwy-97-robal-road?utm_source=yext&utm_medium=link,23.0,1.0,2020.0,2020-01-23,interior,True,Stand Alone,False
I-5 & 88th Marysville,"Seattle-Tacoma, WA",Marysville,US,8810 36th Ave NE,98270,WA,48.0755031,-122.1828769,"Clingen, John (John)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/wa/i-5-88th-marysville?utm_source=yext&utm_medium=link,21.0,5.0,2020.0,2020-05-21,interior,True,Stand Alone,False
Raleigh Hills,"Portland, OR",Beaverton,US,10657 SW Beaverton Hillsdale Hwy,97005,OR,45.4867696,-122.7861846,"Hogan, Deane (Dean)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/or/raleigh-hills?utm_source=yext&utm_medium=link,27.0,6.0,2019.0,2019-06-27,interior,True,Stand Alone,False
Cedar Hills Blvd,"Portland, OR",Beaverton,US,2940 SW Cedar Hills Blvd,97005,OR,45.4985559,-122.8072143,"Coleman, Jared (Jared)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/or/cedar-hills-blvd?utm_source=yext&utm_medium=link,11.0,7.0,2019.0,2019-07-11,interior,True,Stand Alone,False
Tanasbourne,"Portland, OR",Hillsboro,US,2855 NE TOWN CENTER DR,97006,OR,45.5401971,-122.8669534,"Hogan, Brian (Brian)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/or/tanasbourne?utm_source=yext&utm_medium=link,31.0,3.0,2016.0,2016-01-21,none,True,Stand Alone,False
Tualatin Valley Hwy & 67th Ave.,"Portland, OR",Hillsboro,US,6810 SE Carlyle St,97123,OR,,,"Hogan, Brian (Brian)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/or/tualatin-valley-hwy-67th-ave?utm_source=yext&utm_medium=link,14.0,4.0,2022.0,2022-04-14,none,True,Stand Alone,
I-5 & Chemawa Rd.,"Portland, OR",Keizer,US,5655 Ulali Dr NE,97303,OR,45.0048023,-123.0008609,"Peebles, Clint (Clint)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/or/i-5-chemawa-rd?utm_source=yext&utm_medium=link,4.0,8.0,2022.0,2022-08-04,none,True,Stand Alone,
Treasure Valley Nampa,"Boise, ID",Nampa,US,16800 N Marketplace Blvd,83687,ID,43.614863,-116.593858,"Schrum, Jared (Jared)",OPEN,America/Boise,https://www.chick-fil-a.com/locations/id/treasure-valley-nampa?utm_source=yext&utm_medium=link,1.0,3.0,2018.0,2018-03-01,interior,True,Stand Alone,False
Kuebler Gateway,"Portland, OR",Salem,US,2560 Kuebler Blvd SE,97306,OR,44.8845631,-123.0103155,"Richardson, Lee (Lee)",OPEN,America/Los_Angeles,https://www.chick-fil-a.com/locations/or/kuebler-gateway?utm_source=yext&utm_medium=link,22.0,6.0,2023.0,2023-06-22,none,True,Stand Alone,
Village at Meridian,"Boise, ID",Meridian,US,2012 N Eagle Rd,83646,ID,43.62351,-116.35366,Brad Miles,OPEN,America/Boise,https://www.chick-fil-a.com/locations/id/village-at-meridian?utm_source=yext&utm_medium=link,25.0,10.0,2012.0,2012-10-25,none,True,Stand Alone,False
Franklin Road,"Boise, ID",Boise,US,8000 W Franklin Rd,83709,ID,43.605383,-116.2827048,"Bucklew, Joseph (Joe)",OPEN,America/Boise,https://www.chick-fil-a.com/locations/id/franklin-road?utm_source=yext&utm_medium=link,20.0,11.0,2014.0,2014-11-20,interior,True,Stand Alone,False
Broadway & Front,"Boise, ID",Boise,US,300 S Broadway Ave,83702,ID,43.6082127,-116.1929825,"Bucklew, Joseph (Joe)",OPEN,America/Boise,https://www.chick-fil-a.com/locations/id/broadway-front?utm_source=yext&utm_medium=link,25.0,10.0,2012.0,2012-10-25,interior,True,Stand Alone,False
Boise State University,"Boise, ID",Boise,US,1910 University Dr,83725,ID,43.6018978,-116.2015422,"Bucklew, Joseph (Joe)",OPEN,America/Boise,https://www.chick-fil-a.com/locations/id/boise-state-university?utm_source=yext&utm_medium=link,4.0,11.0,2010.0,,none,False,,False
Missoula,"Missoula, MT",Missoula,US,2880 N Reserve St,59808,MT,46.8909123,-114.0385948,"Lovette, Jonathan (Jonathan)",OPEN,America/Denver,https://www.chick-fil-a.com/locations/mt/missoula?utm_source=yext&utm_medium=link,10.0,11.0,2022.0,2022-11-10,none,True,Stand Alone,
Indian River Road,"Norfolk-Portsmouth-Newport News, VA",Virginia Beach,US,5409 Indian River Rd,23464,VA,36.79868,-76.17902,"Davis, William (Bill)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/indian-river-road?utm_source=yext&utm_medium=link,12.0,11.0,1998.0,1998-05-01,interior,True,Stand Alone,False
Crossways Center,"Norfolk-Portsmouth-Newport News, VA",Chesapeake,US,1428 Greenbrier Pkwy,23320,VA,36.77720733,-76.23145033,Bill Davis,OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/crossways-center?utm_source=yext&utm_medium=link,2.0,7.0,2020.0,2020-07-02,none,True,Stand Alone,False
Salem Crossing,"Norfolk-Portsmouth-Newport News, VA",Virginia Beach,US,2013 Lynnhaven Pkwy,23456,VA,36.7922,-76.12083,"Burnette, Brian (Brian)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/salem-crossing?utm_source=yext&utm_medium=link,19.0,6.0,1997.0,1997-06-19,interior,True,Stand Alone,False
Battlefield Blvd.,"Norfolk-Portsmouth-Newport News, VA",Chesapeake,US,1516 Sams Cir,23320,VA,36.76936,-76.25095,"Burnette, Lauren (Lauren)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/battlefield-blvd?utm_source=yext&utm_medium=link,7.0,9.0,1995.0,1995-09-07,interior,True,Stand Alone,False
Virginia Beach Blvd,"Norfolk-Portsmouth-Newport News, VA",Virginia Beach,US,4752 Virginia Beach Blvd,23462,VA,36.844259,-76.141406,Mark Mitchell,OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/virginia-beach-blvd?utm_source=yext&utm_medium=link,26.0,10.0,2017.0,2017-10-26,interior,True,Stand Alone,False
Broad Creek Crossing,"Norfolk-Portsmouth-Newport News, VA",Norfolk,US,1205 N Military Hwy,23502,VA,36.86358,-76.21117,Juan Ortiz,OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/broad-creek-crossing?utm_source=yext&utm_medium=link,29.0,10.0,1998.0,1998-10-29,interior,True,Stand Alone,False
Norfolk State University,"Norfolk-Portsmouth-Newport News, VA",Norfolk,US,700 Park Ave,23504,VA,36.8483883,-76.2613946,"Ward, William George (Derrick)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/norfolk-state-university?utm_source=yext&utm_medium=link,25.0,8.0,2005.0,,none,False,,False
Northampton Blvd.,"Norfolk-Portsmouth-Newport News, VA",Norfolk,US,1501 Premium Outlets Blvd,23502,VA,36.8800369,-76.1947387,"Barnes, Jason (Jason)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/northampton-blvd?utm_source=yext&utm_medium=link,7.0,2.0,2019.0,2019-02-07,interior,True,Stand Alone,False
Haygood Shopping Center,"Norfolk-Portsmouth-Newport News, VA",Virginia Beach,US,1097 Independence Blvd,23455,VA,36.87240483,-76.13478617,Jason Barnes,OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/haygood-shopping-center?utm_source=yext&utm_medium=link,16.0,12.0,1999.0,1999-12-16,interior,True,Stand Alone,False
Parkway Plaza,"Norfolk-Portsmouth-Newport News, VA",Virginia Beach,US,877 Lynnhaven Pkwy,23452,VA,36.81173,-76.07156,Brian Burnette,OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/parkway-plaza?utm_source=yext&utm_medium=link,2.0,12.0,2004.0,2004-12-02,interior,True,Stand Alone,False
Lynnhaven Mall,"Norfolk-Portsmouth-Newport News, VA",Virginia Beach,US,701 Lynnhaven Pkwy,23452,VA,36.816669,-76.069664,"Clark, Melody (Melody)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/lynnhaven-mall?utm_source=yext&utm_medium=link,26.0,8.0,1981.0,1981-08-26,none,False,Food Court,True
Ghent,"Norfolk-Portsmouth-Newport News, VA",Norfolk,US,1600 Monticello Ave,23510,VA,36.8637994,-76.2851722,Mike Easmeil,OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/ghent?utm_source=yext&utm_medium=link,27.0,3.0,2014.0,2014-03-27,interior,True,Stand Alone,False
Grassfield,"Norfolk-Portsmouth-Newport News, VA",Chesapeake,US,600 Grassfield Pkwy,23322,VA,36.72324,-76.30801,"Berry, Wesley (Scott)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/grassfield?utm_source=yext&utm_medium=link,11.0,1.0,2018.0,2018-01-11,interior,True,Stand Alone,False
Old Dominion University - University Village,"Norfolk-Portsmouth-Newport News, VA",Norfolk,US,4100 Monarch Way,23508,VA,36.882209,-76.299933,"Ward, William George (Derrick)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/old-dominion-university-university-village?utm_source=yext&utm_medium=link,2.0,11.0,2022.0,2022-11-02,none,False,Food Court,False
Frederick Blvd.,"Norfolk-Portsmouth-Newport News, VA",Portsmouth,US,901 Frederick Blvd,23707,VA,36.8308833,-76.3398651,"Taylor, William (Will)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/frederick-blvd?utm_source=yext&utm_medium=link,25.0,4.0,2013.0,2013-04-25,interior,True,Stand Alone,False
Old Dominion University,"Norfolk-Portsmouth-Newport News, VA",Norfolk,US,1200 Webb Ctr,23529,VA,,,"Ward, William George (Derrick)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/old-dominion-university?utm_source=yext&utm_medium=link,15.0,8.0,1995.0,1995-08-15,none,False,,False
Edinburgh Commons,"Norfolk-Portsmouth-Newport News, VA",Chesapeake,US,205 Carmichael Way,23322,VA,36.65837,-76.2326,"Ward, William George (Derrick)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/edinburgh-commons?utm_source=yext&utm_medium=link,10.0,4.0,2008.0,2008-04-10,interior,True,Stand Alone,False
